Date,Hour,temp,rel_hum,rain,V2 Flag,Hops Cum. Index,Hops Powdery Mildew Risk,,,,
Jan 03 2012,10,13.3,69.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,11,16.3,63.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,12,19.5,58.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,13,23.1,53.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,14,24.3,56.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,15,26.2,57.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,16,27.1,60.3,0, ,0,Low Powdery Mildew Risk,#VALUE!,#VALUE!,30436.44,30436.44
Jan 03 2012,17,28.1,60.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,18,28.9,60.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,19,28.9,60.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,20,28.9,63.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,21,28.7,66.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,22,26.7,71.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 03 2012,23,25.1,74.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,0,26.1,74.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,1,25.8,74.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,2,24.4,76.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,3,28,74.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,4,28,74.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,5,27.9,74.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,6,26.7,75.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,7,25.1,80.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,8,25.9,77.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,9,25.1,80.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,10,26.3,80.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,11,28.4,76.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,12,30.9,72.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,13,31.3,71.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,14,34.2,66.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,15,36.1,61.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,16,36.9,62,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,17,35.9,67.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,18,34.9,70.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,19,33.9,75.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,20,33.1,77.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,21,33,78.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,22,31.9,81.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 04 2012,23,30.7,85,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,0,28.8,85.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,1,27.8,91.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,2,26.3,88,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,3,27.8,88.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,4,26.3,88,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,5,28,88.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,6,28,88.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,7,27.8,88.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,8,26.4,87.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,9,29.2,84.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,10,30.9,81.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,11,31.6,80.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,12,37.4,68.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,13, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,14, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,15,43.2,59.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,16,44.9,58.1,0, ,0,Low Powdery Mildew Risk,#VALUE!,#VALUE!,3930,3930
Jan 05 2012,17,43.7,63.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,18,41.2,70.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,19,43,70.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,20,42.9,70.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,21,42,73.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,22,41.1,74.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 05 2012,23,42,70.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,0,41,70.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,1,41,69.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,2,41.5,63.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,3,44.6,53.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,4,42.1,59.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,5,42.1,59.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,6,42,59.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,7,40.9,61.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,8,39.8,67.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,9,39.1,69.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,10,39.9,64.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,11,40,64,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,12,41.1,60.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,13,42.3,56.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,14,44.2,52.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,15,45.1,50.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,16,45.9,47,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,17,44.6,47.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,18,42.1,52.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,19,42,50.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,20,41,48.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,21,40.9,52.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,22,39.8,57.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 06 2012,23,38.9,61.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,0,37.8,64.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,1,37,69.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,2,37.4,69.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,3,33.8,67,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,4,32,67.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,5,30.8,63.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,6,28.7,68.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,7,26.9,71.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,8,25.9,74.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,9,25.2,73.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,10,27.1,68.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,11,28.1,65.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,12,29.2,62.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,13,31.1,58.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,14,32.1,58.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,15,33.2,57.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,16,34.1,56.3,0, ,0,Low Powdery Mildew Risk,#VALUE!,#VALUE!,1947.8,1947.8
Jan 07 2012,17,34.9,58.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,18,33.9,64.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,19,33,69.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,20,32,75,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,21,31.9,75,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,22,30.8,75.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 07 2012,23,30,78.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,0,29.8,81.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,1,27.9,85.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,2,27,88.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,3,26.9,89.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,4,25.8,92,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,5,24.1,90.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,6,24.1,87.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,7,24.1,87.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,8,23.9,88.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,9,23.2,92.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,10,25.2,88,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,11,27.3,87.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,12,30.6,76.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,13,35.3,65.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,14,37.4,60.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,15,39.8,55,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,16,39,56.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,17,38.8,57.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,18,36.9,61.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,19,35.9,64.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,20,35.1,66.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,21,35.1,69.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,22,35.1,72,0, ,0,Low Powdery Mildew Risk,,,,
Jan 08 2012,23,35.2,71.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,0,36.2,66.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,1,37.8,62.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,2,37,66.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,3,36.9,67.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,4,36,72.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,5,36,71.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,6,35.9,66.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,7,35.3,65.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,8,36.9,59,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,9,36,58.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,10,36.2,55.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,11,38.3,51.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,12,41.2,44.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,13,43.4,44.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,14,47.2,41.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,15,48.9,40.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,16,48.8,42.4,0, ,0,Low Powdery Mildew Risk,#VALUE!,#VALUE!,12235,12235
Jan 09 2012,17,47.7,44.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,18,44.9,49.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,19,43.8,51.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,20,41.6,55.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,21,38.2,64,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,22,39.8,62.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 09 2012,23,38.6,62.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,0,35.1,72,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,1,34.9,72.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,2,33.6,76,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,3,30.8,81.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,4,29.9,81.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,5,29.2,84.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,6,30.6,82.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,7,27.9,87.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,8,27.6,84.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,9,33,80,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,10,38,71,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,11,44,59,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,12,49,50,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,13,50,46,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,14,52,46,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,15,52,46.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,16,52,46.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,17,51.5,51.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,18,48,61,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,19,47.8,61.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,20,45.8,65.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,21,44.1,67.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,22,43.6,68.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 10 2012,23,39.9,76.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,0,39.2,77.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,1,34.2,84.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,2,35.5,82.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,3,32,88.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,4,31.9,88.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,5,30.9,91.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,6,31.1,88.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,7,32,88.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,8,32.4,91.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,9,35.1,81.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,10,37.8,85.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,11,37.2,81.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,12,35.7,86.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,13,34.8,88,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,14,30.2,92.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,15,28.9,84.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,16,24.9,77.9,0, ,0,Low Powdery Mildew Risk,#VALUE!,#VALUE!,41588.92,41588.92
Jan 11 2012,17,22.6,73.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,18,19.8,70,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,19,18.8,64.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,20,17.2,65.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,21,15.3,64.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,22,15.1,66.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 11 2012,23,14.9,64,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,0,13.9,67.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,1,12.9,69.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,2,12.8,66.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,3,12,69.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,4,11.9,69.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,5,10.9,73.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,6,10.8,76.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,7,10,75.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,8, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,9, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,10,10.9,66.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,11,10.9,66.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,12,11.1,65.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,13,12,63.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,14,12,63.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,15,12.1,62.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,16,12.9,61.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,17,12.9,63.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,18,12.9,63.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,19,12.9,61.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,20,13.1,66,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,21,14,62,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,22,14,67.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 12 2012,23,14,72.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,0,14,72.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,1,13.9,72.5,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,2,12.9,73.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,3,12.8,70.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,4,12,72.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,5,12,72.8,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,6,12,73.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,7,12,76.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,8,11.8,74.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,9,10.8,80.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,10,10.4,78.3,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,11,11.1,80,0.01, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,12,12.2,73,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,13,12.1,69.4,0.01, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,14,12.9,70.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,15,12.8,73.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,16,11.9,72.8,0, ,0,Low Powdery Mildew Risk,#VALUE!,#VALUE!,25819.48,25819.48
Jan 13 2012,17,10.9,72.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,18,10.9,69.7,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,19,10.8,69.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,20,10,69.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,21,9.9,73,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,22,9,76.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 13 2012,23,9,76.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,0,9,76.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,1,9,76.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,2,9,76.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,3,8.7,76.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,4, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,5, , ,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,6,6.1,79.6,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,7,6.3,82.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,8,8.2,79.4,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,9,9,80,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,10,9.2,83.1,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,11,11.2,79.9,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,12,13.3,76.2,0, ,0,Low Powdery Mildew Risk,,,,
Jan 14 2012,13,16.2,73.3,0, ,0,Low Powdery Mildew Risk,,,,
